FSN,ID
nursing care treatments and procedures,9632001
"nursing procedure, nos",9632001
spinal enthesopathy,10317009
spine; enthesopathy,10317009
spinal enthesopathy (disorder),10317009
"muscular; disease, attachments, spine",10317009
"ligament; disorder ligamentous attachments, spine",10317009
"disease (or disorder); ligament, ligament, attachments, spine",10317009
enthesopathy; spine,10317009
"spinal enthesopathy, nos",10317009
"spinal enthesopathy, site unspecified",10317009
spinal enthesopathy (diagnosis),10317009
enthesopathy spinal,10317009
"disease (or disorder); muscular, attachments, spine",10317009
hindlimb pain,10601006
limb pain leg,10601006
leg pain,10601006
pain;leg,10601006
lower limb pain,10601006
pain in leg,10601006
pain;musculoskeletal;leg,10601006
pain in leg (diagnosis),10601006
pain in lower limb (finding),10601006
pain in unspecified lower leg,10601006
pain in lower limb,10601006
hindlimb painful,10601006
lower extremity pain musculoskeletal,10601006
musculoskeletal leg pain,10601006
lower leg pain,10601006
pain legs,10601006
"leg pain, nos",10601006
pain in lower limb nos,10601006
pains in legs,10601006
pelvic structure,12921003
structure of pelvis,12921003
"structure of pelvic region, unspecified",12921003
structure of pelvis (body structure),12921003
pelvic region,12921003
"region, pelvic",12921003
"pelvis, nos",12921003
pelvic cavity,12921003
pelvic,12921003
pelvis,12921003
synovial bursas,13351007
"bursa, nos",13351007
set of bursae,13351007
bursa,13351007
synovial bursa,13351007
bursa synovialis,13351007
bursae,13351007
structure of bursa (body structure),13351007
structure of bursa,13351007
bursae: types,13351007
"bursa, synovial",13351007
"bursas, synovial",13351007
bursae set,13351007
"administrative procedure, nos",14734007
administrative procedures,14734007
administrative procedure (procedure),14734007
administrative procedure,14734007
intestinum crassum,14742008
"bowel, large",14742008
large intestinal,14742008
"large bowel, nos",14742008
structure of large intestine (body structure),14742008
structure of large intestine,14742008
"intestine, large",14742008
li - large intestine,14742008
large intestine,14742008
"large intestine, nos",14742008
large bowel,14742008
large intestinal structure,14742008
large intestine: general terms,14742008
"laboratory test, nos",15220000
lab testing,15220000
laboratory procedures,15220000
laboratory procedure,15220000
general laboratory procedures,15220000
lab test,15220000
laboratory test,15220000
labs testing,15220000
laboratory procedures and services,15220000
laboratory procedure (procedure),15220000
laboratory procedures -general,15220000
laboratory testing,15220000
lab tests,15220000
general laboratory procedure,15220000
test; laboratory,15220000
tests,15220000
"general laboratory procedure, nos",15220000
laboratory test (procedure),15220000
labs test,15220000
laboratory procedures -general (situation),15220000
laboratory tests,15220000
laboratory; test,15220000
general laboratory procedures and services,15220000
test,15220000
ultrasound scanning,16310003
ultrasound scan,16310003
procedure ultrasound,16310003
tests ultrasound,16310003
2-dimensional ultrasound imaging,16310003
unlisted us procedure,16310003
"ultrasounds, diagnostic",16310003
"ultrasound, medical",16310003
medical sonography,16310003
ultrasonography,16310003
ultrasonography (procedure),16310003
"unlisted ultrasound procedure (eg, diagnostic, interventional)",16310003
ultrasound diagnostic,16310003
ultrasound test,16310003
"imagings, ultrasound",16310003
"imaging, ultrasonic",16310003
ultrasonographic imaging,16310003
diagnostic ultrasonography,16310003
ultrasound technique,16310003
ultrasounds,16310003
2d-us,16310003
uss - ultrasound scan,16310003
testing ultrasound,16310003
scan ultrasound,16310003
"ultrasonography, nos",16310003
sonograms,16310003
"echography, nos",16310003
diagnostics ultrasound,16310003
diagnostic ultrasounds,16310003
diagnostic echography,16310003
diagnostic ultrasound,16310003
ultrasound studies,16310003
diagnostic sonar,16310003
technique ultrasound,16310003
ultrasonography aspects,16310003
general ultrasound procedures,16310003
echographies,16310003
"ultrasound, diagnostic",16310003
diagnostic ultrasound procedure,16310003
scans ultrasound,16310003
echotomography,16310003
ultrasound studies (procedure),16310003
ultrasonographic imagings,16310003
ultrasound imaging/scanning,16310003
"ultrasound procedure, nos",16310003
"unlisted diagnostic ultrasound examination or procedure, explain by report",16310003
us,16310003
ultrasound imaging,16310003
diagnosis (us),16310003
"ultrasound scan, nos",16310003
gen.us,16310003
ultrasound techniques,16310003
diagnostic ultrasound procedures,16310003
"diagnostic ultrasonography, nos",16310003
ultrasonic imaging,16310003
imaging ultrasound,16310003
sound measurement,16310003
2-dimensional grayscale ultrasound imaging,16310003
"diagnosis, ultrasound",16310003
"sonography, medical",16310003
ultrasonogram,16310003
general ultrasound,16310003
ultrasound diagnostic procedure,16310003
ultrasound procedures,16310003
us - ultrasound,16310003
"imaging, ultrasound",16310003
ultrasound imaging - action (qualifier value),16310003
echography,16310003
ultrasound,16310003
"imagings, ultrasonographic",16310003
ultrasound imaging - action,16310003
ultrasonic diagnosis,16310003
sonogram,16310003
ultrasound procedure,16310003
sonography,16310003
"imaging, ultrasonographic",16310003
ultrasound scan nos,16310003
nonsteroidal anti-inflammatory agents,16403005
"anti-inflammatory agent, non-steroidal",16403005
"anti-inflammatory agent, nonsteroidal",16403005
"anti-inflammatory agents, non-steroidal",16403005
nonsteroidal antiinflammatory agents,16403005
nonsteroidal anti inflammatory agents,16403005
non-steroidal anti-inflammatory agent (substance),16403005
nsaid,16403005
"agent, nonsteroidal anti-inflammatory",16403005
non-steroidal anti-inflammatory agents,16403005
non steroidal anti inflammatory agent,16403005
nonsteroidal antiinflammatory drugs,16403005
"agent, non-steroidal anti-inflammatory",16403005
"non-steroidal anti-inflammatory agent, nos",16403005
"antiinflammatory agents, non steroidal",16403005
non-steroidal anti-inflammatory drug,16403005
non steroidal anti inflammatory agents,16403005
nonsteroidal anti inflammatory agent,16403005
nonsteroidal anti-inflammatory drugs,16403005
non-steroidal anti-inflammatory agent (product),16403005
nonsteroidal antiinflammatory agent,16403005
nonsteroidal antiinflammatory drug,16403005
"anti inflammatory agents, nonsteroidal",16403005
"antiinflammatory agents, nonsteroidal",16403005
nonsteroidal anti-inflammatory agent,16403005
nonsteroidal anti-inflammatory drugs (nsaids),16403005
non-steroidal anti-inflammatory agent,16403005
nonsteroidal anti-inflammatory drugs (medication),16403005
nsaid - non-steroidal anti-inflammatory drug,16403005
nsaids,16403005
arthritis allergic nos,16935003
arthritis; allergic,16935003
allergic arthritis,16935003
arthritis;allergic,16935003
"allergic arthritis, site unspecified",16935003
allergic arthritis (disorder),16935003
allergic arthritis (diagnosis),16935003
allergic; arthritis,16935003
arthritis allergic,16935003
shoulder region structure (body structure),16982005
shoulders,16982005
shoulder anatomy,16982005
anatomies shoulder,16982005
shoulder,16982005
shouldering,16982005
sholder joint,16982005
anatomy shoulder,16982005
"structure of shoulder region, unspecified",16982005
shoulder region,16982005
structure of shoulder region,16982005
"shoulder, nos",16982005
shoulder (anatomy),16982005
shoulder region structure,16982005
disorder nail,17790008
disorder of nail,17790008
diseases disorders nail,17790008
diseases of nail,17790008
nails disease,17790008
of nail disease,17790008
"nail disorder, unspecified",17790008
disease nails,17790008
nail; disorder,17790008
unspecified disease of nail,17790008
disease disorders nail,17790008
nail disorder,17790008
disease of the nails,17790008
disease of nails (diagnosis),17790008
disease nail,17790008
nail disease,17790008
disease (or disorder); nails,17790008
diseases of the nails,17790008
nail disorder nos,17790008
disease;nail(s),17790008
nails diseases,17790008
nail diseases,17790008
disorders nail,17790008
"disease, nail",17790008
of nail diseases,17790008
"disease of nail, unspecified",17790008
diseases nails,17790008
"diseases, nail",17790008
"disease of nail, nos",17790008
nail disorders,17790008
diseases nail,17790008
disease of nails,17790008
disorder of nail (disorder),17790008
neurological function,18373002
function neurological,18373002
"nervous system function, nos",18373002
neurologic function,18373002
functions neurological,18373002
function nervous system,18373002
nervous system function,18373002
"neurological function, nos",18373002
nervous system physiological concepts,18373002
nervous system function (observable entity),18373002
"physiology, nervous system",18373002
nervous system physiology,18373002
functions nervous systems,18373002
nervous system physiological phenomena,18373002
nervous system physiological phenomenon,18373002
nervous physiology system,18373002
function neurologic,18373002
"system physiology, nervous",18373002
functions nervous system,18373002
"administration of medication, nos",18629005
administration of drug or medicament (procedure),18629005
medication treatment,18629005
rnax administer medication treatment,18629005
rnax administer medication treatment (treatment),18629005
medications treatments,18629005
administration of drug or medicament,18629005
drugs--administration,18629005
medication treatments,18629005
administration of medication (treatment),18629005
treatment medication,18629005
medications treatment,18629005
administration of medications,18629005
administers medication,18629005
medication administration,18629005
administering medication,18629005
administration of medication,18629005
structure of posterior surface of lower extremity (body structure),18636006
posterior surface of lower extremity,18636006
"lower extremity, posterior surface",18636006
structure of posterior surface of lower extremity,18636006
evidence of (contextual qualifier),18669006
evidence of (contextual qualifier) (qualifier value),18669006
evidence of,18669006
eo,18669006
evidence for,18669006
repairing,18867006
wound healing,18867006
wound heal,18867006
"repair following injury, nos",18867006
wound repair,18867006
observation of wound healing,18867006
"healings, wound",18867006
heals wounds,18867006
repairs,18867006
finding of wound healing (finding),18867006
repair tissue,18867006
tissue repair,18867006
healings,18867006
heal,18867006
wound healings,18867006
healed wounds,18867006
repairing tissues,18867006
healing following injury,18867006
repair following injury,18867006
healing wounds,18867006
structure resulting from tissue repair process (morphologic abnormality),18867006
wound healing (physical finding),18867006
"wound healing, nos",18867006
"tissue repair, nos",18867006
finding of wound healing,18867006
structure resulting from tissue repair process,18867006
heals,18867006
"healing, wound",18867006
"healing following injury, nos",18867006
healing,18867006
repair,18867006
manipulation nos,19207007
manipulation - action (qualifier value),19207007
manipulation,19207007
manipulation (procedure),19207007
manipulative,19207007
manipulation - action,19207007
manipulate,19207007
manipulation procedure,19207007
manipulative procedure,19207007
"disorders of soft tissue, unspecified",19660004
unspecified disorder of soft tissue (diagnosis),19660004
unspecified soft tissue disorder,19660004
soft tissue; disorder,19660004
soft tissue disorder,19660004
soft tissue diseases,19660004
unspecified disorder of soft tissue,19660004
"soft tissue disorder, unspecified",19660004
"unspecified soft tissue disorder, site unspecified",19660004
soft tissue disorders,19660004
disorder of soft tissue (disorder),19660004
soft tissue disease,19660004
disorder of soft tissue,19660004
disease (or disorder); soft tissue,19660004
soft tissue disorder nos,19660004
"disorder of soft tissue, nos",19660004
in-vitro immunologic test,19838004
in-vitro immunologic test (procedure),19838004
"in-vitro immunologic test, nos",19838004
microbiology,19851009
unlisted microbiology procedure,19851009
microbiology (lab test),19851009
diagnostic service sources microbiology (procedure),19851009
microbiology procedures,19851009
general microbiology procedures,19851009
microbiology procedure (procedure),19851009
microbiology (as purpose of biopsy),19851009
micro,19851009
test;microbiology,19851009
microbiology tests,19851009
microbiology procedure,19851009
diagnostic service sources microbiology,19851009
microbiology (procedure),19851009
"microbiology procedure, nos",19851009
microbiology test,19851009
condylar joint,19949006
"condylar joint, nos",19949006
structure of condylar joint (body structure),19949006
ellipsoidal joint,19949006
condyloid joint,19949006
structure of condylar joint,19949006
subdivision of integument,20795001
regions of skin,20795001
skin segment,20795001
"skin region, nos",20795001
skin regions,20795001
integument subdivision,20795001
region skin,20795001
structure of skin region,20795001
segment of skin,20795001
skin region,20795001
structure of skin region (body structure),20795001
subdivision of skin,20795001
"region, lumbosacral",21492008
"regions, lumbosacral",21492008
structure of lumbar and/or sacral region of back (body structure),21492008
lumbosacral region structure,21492008
lumbosacral region,21492008
lumbosacral regions,21492008
lumbosacral region of back,21492008
structure of lumbar and/or sacral region of back,21492008
abdominal pain (finding),21522001
abdominal colic,21522001
"pain, abdominal",21522001
bellyache,21522001
colicky abdominal pain,21522001
colic;abdominal,21522001
ap - abdominal pain,21522001
spasmodic abdominal pain,21522001
colic; abdomen,21522001
colics,21522001
abdominal pains,21522001
pain;abdominal,21522001
colicky pain,21522001
abdominalgia,21522001
abdominal pain nos,21522001
stomach pain,21522001
pain in stomach,21522001
abdominal pain,21522001
colic abdominal,21522001
abdomen pain,21522001
abdominal colic (finding),21522001
pain abdominal,21522001
"pains, abdominal",21522001
pain; abdominal,21522001
abdomen; colic,21522001
gut pain,21522001
abdominal; pain,21522001
unspecified abdominal pain,21522001
colic,21522001
abdominal pain (symptom),21522001
colic nos,21522001
"abdominal pain, unspecified site",21522001
"connective tissue, nos",21793004
"tissue, connective",21793004
connective tissues,21793004
connective tissue,21793004
connective tissue structure,21793004
portion of connective tissue,21793004
connective tissue (substance),21793004
"tissues, connective",21793004
connective tissue structure (body structure),21793004
textus connectivus,21793004
unspecified pain,22253000
pains,22253000
part hurts,22253000
"pain, nos",22253000
painful,22253000
dolor,22253000
sense of pain,22253000
pain nos,22253000
pain symptoms,22253000
rndx unspecified pain,22253000
pain (symptom),22253000
pain observations,22253000
pain,22253000
ache,22253000
rndx unspecified pain (diagnosis),22253000
types of pain,22253000
pain (b280-b289),22253000
"pain, unspecified",22253000
dolour,22253000
pain (finding),22253000
foot left,22335008
left foot,22335008
structure of left foot (body structure),22335008
structure of left foot,22335008
foot-left,22335008
foot.left,22335008
iliac bone,22356005
iliac,22356005
os ilium,22356005
ilium,22356005
iliums,22356005
os ilii,22356005
bone structure of ilium,22356005
bone structure of ilium (body structure),22356005
os iliacum,22356005
"ilium, nos",22356005
posterior abdominal wall structure,22577007
posterior abdominal wall,22577007
posterior abdominal wall structure (body structure),22577007
"structure of trunk, unspecified",22943007
"trunk, nos",22943007
structure of trunk,22943007
trunk: general terms,22943007
trunk (body region),22943007
trunk structure (body structure),22943007
trunk,22943007
trunk structure,22943007
torsos,22943007
trunk [body],22943007
truncus,22943007
torso,22943007
bones function,23435004
bone function,23435004
bone functions,23435004
"bone function, nos",23435004
bone function (observable entity),23435004
enthesopathy of specified site,23680005
"enthesopathy, unspecified",23680005
enthesopathy (diagnosis),23680005
unspecified enthesopathy,23680005
enthesopathy,23680005
enthesopathy of unspecified site,23680005
ligament; disorder ligamentous attachments,23680005
"enthesopathy of unspecified site, nos",23680005
enthesopathies,23680005
enthesopathy (disorder),23680005
"muscular; disease, attachments",23680005
right lateral,24028007
lateral right,24028007
right sides,24028007
right,24028007
dextro,24028007
right side,24028007
right sided,24028007
lateral to the right (qualifier value),24028007
lateral to the right,24028007
right - side,24028007
dextros,24028007
right (qualifier value),24028007
rt - right,24028007
righting,24028007
hip joints,24136001
"joints, acetabulofemoral",24136001
acetabulofemoral joints,24136001
articulatio coxae,24136001
acetabulofemoral joint,24136001
hip joint structure,24136001
hip joint,24136001
"joint, acetabulofemoral",24136001
hip joint structure (body structure),24136001
articulatio coxofemoralis,24136001
coxal joint,24136001
coxafemoral joint,24136001
"joint, hip",24136001
"hip joint, nos",24136001
"joints, hip",24136001
coxofemoral joint,24136001
disease inflammatory bowel,24526004
"inflammatory bowel disease, nos",24526004
inflammatory bowel disease (diagnosis),24526004
"bowel diseases, inflammatory",24526004
autoimmune bowel disorder,24526004
bowel inflammatory bowel disease,24526004
bowel diseases inflammatory,24526004
inflammatory bowel diseases,24526004
inflammatory bowel disease nos,24526004
chronic enteritis,24526004
bowel disease inflammatory,24526004
inflammatory bowel disease (disorder),24526004
chronic enteropathy,24526004
inflammatory bowel disease,24526004
disease;inflammatory bowel,24526004
irritable bowel disease,24526004
ibd,24526004
ibd - inflammatory bowel disease,24526004
psychiatry procedure or service (procedure),24642003
psychiatry procedure or service,24642003
psychiatry procedures and services,24642003
"psychiatry procedure or service, nos",24642003
procedures related to the psyche,24642003
psychiatry services and procedures,24642003
musculoskeletal system and soft tissues,26107004
"system, musculoskeletal",26107004
subdivision of musculoskeletal system,26107004
structure of musculoskeletal system subdivision,26107004
locomotor system,26107004
musculo-skeletal system,26107004
musculo skeletal system,26107004
"musculoskeletal system, nos",26107004
musculoskeletal system,26107004
musculoskeletal system: general terms,26107004
structure of musculoskeletal system (body structure),26107004
musculoskeletal system subdivision,26107004
musculoskeletal systems,26107004
"systems, musculoskeletal",26107004
"locomotor system, nos",26107004
musculoskeletal structure,26107004
structure of musculoskeletal system subdivision (body structure),26107004
mss - musculoskeletal system,26107004
structure of musculoskeletal system,26107004
foot joint structure,26552008
set of foot joints,26552008
"foot joint, nos",26552008
foot joint,26552008
articulationes pedis,26552008
structure of joint of foot,26552008
"joints, foot",26552008
"joint, foot",26552008
joints of foot,26552008
foot joints,26552008
joint of foot,26552008
structure of joint of foot (body structure),26552008
foots joint,26552008
set of joints of foot,26552008
"joint of foot, nos",26552008
inflammatory muscle diseases,26889001
myositis nos,26889001
inflammatory disorder of muscle,26889001
"muscle; disease, inflammatory",26889001
"myositis, nos",26889001
inflammation of the muscle(s),26889001
inflammatory myopathy nos,26889001
unspecified myositis,26889001
inflammation of the skeletal muscle,26889001
inflammation;muscle(s),26889001
inflammatory muscle disease,26889001
inflammatory myopathy,26889001
myositis inflammatory,26889001
muscle; inflammation,26889001
myositis (diagnosis),26889001
inflammatory myopathy (diagnosis),26889001
inflammatory; myopathy,26889001
"disease (or disorder); muscle, inflammatory",26889001
myositis (disorder),26889001
"muscle disease, inflammatory",26889001
"myopathy, inflammatory",26889001
myositides,26889001
"myopathies, inflammatory",26889001
myopathy; inflammatory,26889001
"myositis, unspecified",26889001
inflammatory myopathies,26889001
myositis,26889001
inflammation; muscle,26889001
"muscle diseases, inflammatory",26889001
muscle inflammation,26889001
hyperkeratosis (diagnosis),26996000
callus,26996000
excessive cornification,26996000
callous,26996000
skin hyperkeratosis,26996000
callus (diagnosis),26996000
callosities,26996000
hyperkeratoses,26996000
keratomas,26996000
callosity (disorder),26996000
thickened stratum corneum,26996000
tyloma,26996000
skin texture hyperkeratosis,26996000
tylosis,26996000
"hyperkeratosis, nos",26996000
hyperkeratosis (physical finding),26996000
hyperkeratosis (morphologic abnormality),26996000
tylomas,26996000
keratoma,26996000
skin callus,26996000
"hyperkeratosis of skin, nos",26996000
callosity,26996000
calluses,26996000
thickening of stratum corneum,26996000
hk - hyperkeratosis,26996000
callused,26996000
excessive growth of horny tissue of the skin,26996000
hyperkeratosis of skin,26996000
keratosis,26996000
hyperkeratosis,26996000
aching sensation quality,27635008
ache,27635008
"ache, nos",27635008
ach pain,27635008
ache nos,27635008
aching,27635008
aching sensation quality (qualifier value),27635008
aches,27635008
ached,27635008
aching pain,27635008
pain aching,27635008
aching pain (finding),27635008
achs,27635008
ach,27635008
pain aching (symptom),27635008
"joint, intertarsal",27949001
intertarsal joint,27949001
articulationes intertarsales,27949001
articulationes intertarseae,27949001
intertarsal joint structure,27949001
"joints, intertarsal",27949001
tarsal joint,27949001
intertarsal joints,27949001
intertarsal joint structure (body structure),27949001
innominate bone structure (body structure),28254004
"os coxae, nos",28254004
innominate bone structure,28254004
"bone, innominate",28254004
"hip bone, nos",28254004
bone of pelvic girdle,28254004
"bones, hip",28254004
hip bone,28254004
"bone, hip",28254004
coxal bone,28254004
os coxae,28254004
hipbone,28254004
innominate bones,28254004
pelvic bone,28254004
innominate bone,28254004
hip bones,28254004
"bones, innominate",28254004
regio coxae,29836001
hips,29836001
hip structure,29836001
hip region,29836001
"hip, nos",29836001
coxa,29836001
hip region structure (body structure),29836001
coxas,29836001
hip,29836001
hip region structure,29836001
structure of lower extremity from knee to ankle (body structure),30021000
leg (anatomy),30021000
lower hindlimb,30021000
lower leg structure,30021000
lower leg,30021000
leg region,30021000
intermediate segment of free lower limb,30021000
leg,30021000
"structure of lower leg, unspecified",30021000
"leg, nos",30021000
structure of lower leg,30021000
crural region,30021000
legs,30021000
crus,30021000
structure of lower extremity from knee to ankle,30021000
"pains, pelvic",30473006
pelvis pain,30473006
pelvic pains,30473006
pain in pelvis,30473006
pain pelvic,30473006
pain in pelvis (finding),30473006
pelvic pain nos,30473006
pelvic pain (symptom),30473006
pelvis painful,30473006
"pain, pelvic",30473006
pelvic pain,30473006
pain in the pelvis,30473006
autoantibody (substance),30621004
self reactive antibody,30621004
abs - autoantibodies,30621004
autoantibody,30621004
autoimmune antibody,30621004
antibodies autoimmune,30621004
autoantibodies,30621004
ghj - glenohumeral joint,31398001
joint structure of shoulder region,31398001
"joint, shoulder",31398001
humeral joint,31398001
shoulder joints,31398001
joint shoulder,31398001
"joints, glenohumeral",31398001
"shoulder joint, nos",31398001
joint of shoulder region,31398001
glenohumeral joint,31398001
shoulder joint,31398001
shoulder joint structure,31398001
glenohumeral joint structure (body structure),31398001
"joints, shoulder",31398001
joint structure of shoulder region (body structure),31398001
glenohumeral joint structure,31398001
scapulohumeral joint,31398001
"joint, glenohumeral",31398001
articulatio glenohumeralis,31398001
articulatio humeri,31398001
glenohumeral joints,31398001
humeroscapular joint,31398001
joints shoulder,31398001
joints of shoulder region,31398001
structure of left lower limb (body structure),32153003
left hindlimb,32153003
left leg,32153003
lower extremity.left,32153003
left lower limb,32153003
left lower extremity,32153003
left lower extremity structure,32153003
"left lower extremity, nos",32153003
lower extremity - left,32153003
lower extremity-left,32153003
structure of left lower limb,32153003
"fluids, body",32457005
"fluid, body",32457005
body fluids and substances,32457005
body fluid,32457005
body fluid or substance,32457005
body fluids substance,32457005
"body fluid, nos",32457005
body fluids or substances,32457005
body fluid (substance),32457005
body fld,32457005
portion of body fluid,32457005
body fluids,32457005
purine disorder,32612005
disorder of purine metabolism,32612005
disorder of purine metabolism (disorder),32612005
purine; metabolic disorder,32612005
purine metabolism disorder nos,32612005
purine metabolism disorder,32612005
"disorder of purine metabolism, nos",32612005
metabolic disorder; purine,32612005
disorders of purine metabolism (diagnosis),32612005
disorders of purine metabolism,32612005
lower leg right,32696007
lower right leg,32696007
leg.right,32696007
right lower extremity from knee to ankle,32696007
structure of right lower leg (body structure),32696007
leg-lower-right,32696007
right lower leg,32696007
leg lower right,32696007
right leg,32696007
leg right,32696007
lower extremity.right>lower leg,32696007
structure of right lower leg,32696007
disorder of back,33308003
disorder;back,33308003
back disorder,33308003
disorder of back (disorder),33308003
back disorder nos,33308003
back disorders,33308003
"disorder of back, nos",33308003
liquids,33463005
liquid,33463005
fluid - substance,33463005
"liquid, nos",33463005
fluid,33463005
fluids,33463005
liquid substance (substance),33463005
liquid substance,33463005
"liquid substance, nos",33463005
"hematology procedure, nos",33468001
laboratory hematology procedure,33468001
hematology,33468001
hematology test procedure,33468001
haematology tests,33468001
hematology procedure,33468001
laboratory: hematology,33468001
hematology procedures,33468001
routine hematology procedures,33468001
hematology procedure (procedure),33468001
hematology studies,33468001
laboratory hematology procedures,33468001
haematology procedure,33468001
human leucocyte antigen b27,34453005
hla - human leucocyte antigen b27,34453005
human leukocyte antigen b27,34453005
antigen hla b27,34453005
human leukocyte antigen-b27,34453005
w27 antigen,34453005
hla-b27,34453005
hla b27,34453005
"antigen, hla-b27",34453005
hla b27 antigen,34453005
hla - human leukocyte antigen b27,34453005
hla-b27 antigen,34453005
human leukocyte antigen b27 (substance),34453005
arthropathy associated with another disorder,35524003
arthropathy associated with another disorder (disorder),35524003
arthropathy associated with other conditions,35524003
arthropathy associated with other conditions (diagnosis),35524003
arthropathy associated with disorder classified elsewhere,35524003
night pain,36163009
nyctalgia,36163009
night pain (finding),36163009
pain night,36163009
night pains,36163009
polyarthrosis,36186002
multiple joint disorder (diagnosis),36186002
multiple joint disorder,36186002
polyarthropathy (disorder),36186002
"polyarthrosis, unspecified",36186002
"polyarthrosis, nos",36186002
polyarthropathy of multiple sites,36186002
arthrosis; polyarticular,36186002
polyarthropathies,36186002
polyarthropathy (diagnosis),36186002
polyarthropathy of multiple sites (diagnosis),36186002
polyarthropathy,36186002
multiple joint disease,36186002
"multiple joint disease, nos",36186002
polyarticular; arthrosis,36186002
"polyarthropathy, nos",36186002
back lower,37822005
distal back,37822005
lower back,37822005
lumbar region of back,37822005
lower back structure,37822005
structure of back of abdominopelvic segment of trunk,37822005
structure of back of abdominopelvic segment of trunk (body structure),37822005
entire body as a whole (body structure),38266002
entire body as a whole,38266002
entire total body,38266002
body as a whole,38266002
whole body,38266002
total body,38266002
body part structure,38866009
anatomic part,38866009
body part,38866009
"anatomic part, nos",38866009
body region,38866009
pars corporis,38866009
"parts, body",38866009
anatomic part.*,38866009
"body part, nos",38866009
anatomical part,38866009
body part structure (body structure),38866009
cardinal body part,38866009
body parts,38866009
"cartilages, hyaline",39298000
structure of hyaline cartilage (body structure),39298000
hyaline cartilages,39298000
hyaline cartilage,39298000
structure of hyaline cartilage,39298000
"cartilage, hyaline",39298000
joints types,39352004
joints,39352004
set of joints,39352004
articulations,39352004
"joint, nos",39352004
"joints, nos",39352004
anatomy joint,39352004
joint structure,39352004
junctura,39352004
xxx>joint,39352004
joint,39352004
joints anatomy,39352004
joints structures,39352004
jointing,39352004
anatomy joints,39352004
joints type,39352004
joints (anatomy),39352004
articulation,39352004
joint types,39352004
articular,39352004
joint structure (body structure),39352004
joints set,39352004
"joint, sacroiliac",39723000
sacroiliac joint,39723000
joint sacro-iliac,39723000
articulatio sacroiliaca,39723000
joint sacro iliac,39723000
articulatio sacro-iliaca,39723000
"joints, sacroiliac",39723000
sacroiliac joint structure (body structure),39723000
sacroiliac joint structure,39723000
pelvis>sacroiliac joint,39723000
sij - sacroiliac joint,39723000
joints sacro iliac,39723000
sacro-iliac joint,39723000
joint sacroiliac,39723000
sacroiliac joints,39723000
integument,39937001
piel,39937001
"skin, nos",39937001
skin structure,39937001
skin of body,39937001
skinned,39937001
skins,39937001
skin (anatomy),39937001
cutaneous tissue,39937001
skin,39937001
skin structure (body structure),39937001
cutis,39937001
skin system,39937001
integumental system,39937001
morning stiffness,40144003
morning stiffness - joint,40144003
am stiffness,40144003
joint morning stiffness,40144003
morning stiffness - joint (finding),40144003
of hand joints,40238009
joint of hand,40238009
hand joint structure,40238009
hand joints,40238009
set of joints of hand,40238009
"joint of hand, nos",40238009
joint hand,40238009
structure of joint of hand,40238009
hands joints,40238009
hands joint,40238009
joints hand,40238009
"hand joint, nos",40238009
"joints, hand",40238009
joints of hand,40238009
hand joint,40238009
articulationes manus,40238009
structure of joint of hand (body structure),40238009
ulcers (gastrointestinal),40845000
"gastrointestinal ulcer, nos",40845000
gastrointestinal ulcer nos,40845000
gastro-intestinal ulcer nos,40845000
gastrointestinal ulcers,40845000
gastrointestinal ulcer,40845000
gastrointestinal ulcer (disorder),40845000
ulcer gastrointestinal,40845000
immune disease nos,41266007
immunologic diseases,41266007
immunological disease,41266007
disorder; immune,41266007
"disease, immune system",41266007
immune system disorder nos,41266007
diseases of the immune system: general terms,41266007
immune; disorder,41266007
immune system disorder,41266007
immune system disease,41266007
"disease of immune system, nos",41266007
immune disorder (nos),41266007
"disease, immunologic",41266007
immune disorders,41266007
immune diseases,41266007
immune disease,41266007
immune system disorder (nos),41266007
immunity disorders,41266007
disorder immune system (nos),41266007
immunologic disorders (diagnosis),41266007
"disorder of immune system, nos",41266007
immunological diseases,41266007
immune system disorders,41266007
"disorder, immune system",41266007
immunologic disease,41266007
disorder of immune system (navigational concept),41266007
diseases of immune system,41266007
immunologic disorders,41266007
immunologic disorder,41266007
"disease, immune",41266007
immune system diseases,41266007
immune system and disorders,41266007
"disease, immunological",41266007
immune dysfunction,41266007
immune disorder,41266007
disorder of immune system,41266007
diseases of the immune system,41266007
red blood corpuscle,41898006
rbcs,41898006
"erythrocyte, nos",41898006
erythrocyte,41898006
red cell of marrow,41898006
rbc,41898006
blood erythrocytic cell,41898006
red blood cells,41898006
anucleate erythrocyte,41898006
blood corpuscles red,41898006
rbc - red blood cell,41898006
red blood corpuscles,41898006
marrow erythrocyte,41898006
blood erythrocyte,41898006
"blood cells, red",41898006
red blood cell,41898006
blood erythrocytes,41898006
blood normocyte,41898006
"blood corpuscle, red",41898006
cells red blood,41898006
red blood corpuscule,41898006
"reticuloendothelial system, erythrocytes",41898006
erythrocytic,41898006
erythrocytic cells,41898006
erythrocyte (cell),41898006
normocyte,41898006
blood cells rbc red,41898006
erythrocytes,41898006
blood red cell,41898006
"blood corpuscles, red",41898006
"blood cell, red",41898006
red cell,41898006
blood corpuscle,41898006
bloods cells red,41898006
red cells,41898006
keratinization,44138005
keratinisation,44138005
cornification,44138005
"keratinization, nos",44138005
"keratinization, function (observable entity)",44138005
"keratinization, function",44138005
manipulation of the vertebrae,44275008
manipulation of the vertebrae - non-surgical,44275008
manipulation of spine (procedure),44275008
manipulations spinal,44275008
